,AT,V,AP,RH,PE
5677,27.71,69.51,1009.65,58.38,435.04
5678,12.75,42.34,1018.17,94.67,465.44
5679,21.44,51.19,1009.1,84.94,446.17
5680,32.98,73.88,1006.31,47.55,440.28
5681,27.54,74.22,1007.44,75.91,430.72
5682,11.68,40.55,1006.48,96.16,474.8
5683,8.02,39.04,1018.49,68.07,479.53
5684,19.15,44.34,1019.54,48.09,468.8
5685,18.53,63.91,1010.26,97.8,440.64
5686,30.82,76.2,1007.47,59.3,432.22
5687,22.9,67.25,1017.74,74.53,438.62
5688,22.18,62.39,1007.84,85.74,452.31
5689,3.69,38.44,1016.74,82.87,490.78
5690,19.89,44.9,1008.12,67.3,453.09
5691,23.36,65.18,1012.35,78.09,436.39
5692,13.58,44.47,1029.91,70.41,467.15
5693,25.88,61.47,1007.93,68.71,445.65
5694,6.57,39.37,1020.2,77.37,487.94
5695,10.51,37.5,1010.7,96.29,474.24
5696,26.14,72.99,1007.49,81.72,433.25
5697,13.31,41.26,1020.83,79.55,462.87
5698,14.01,42.99,1007.12,69.69,469.23
5699,8.64,34.69,1026.79,80.88,482.15
5700,24.88,73.17,1012.26,84.96,434.85
5701,23.28,69.51,1013.31,53.0,444.17
5702,25.6,58.46,1016.34,66.6,441.88
5703,27.0,73.17,1009.82,64.43,434.94
5704,25.69,62.26,1011.38,74.08,436.36
5705,20.77,60.1,1011.11,81.09,450.32
5706,12.45,40.81,1025.63,66.26,474.73
5707,27.32,66.54,1004.95,72.58,431.33
5708,25.51,67.69,1004.53,80.03,433.02
5709,17.45,49.64,1026.4,66.67,454.67
5710,24.4,60.37,1006.77,82.43,440.64
5711,18.98,38.52,1018.85,63.16,454.6
5712,9.48,44.68,1023.29,92.9,478.66
5713,12.04,41.58,1018.02,88.91,464.45
5714,26.11,47.43,1009.01,56.09,445.36
5715,25.28,71.94,1006.73,86.69,432.26
5716,27.46,61.86,1012.39,66.09,439.72
5717,12.42,40.24,1016.59,90.01,469.59
5718,32.49,74.99,1002.19,34.58,435.43
5719,26.16,52.36,1013.62,58.52,453.08
5720,23.39,61.87,1010.35,48.91,444.03
5721,21.12,49.15,1021.29,52.9,456.92
5722,19.94,65.46,1017.7,68.94,448.67
5723,26.15,63.21,1012.31,76.44,441.23
5724,13.93,38.91,1013.04,73.51,470.39
5725,12.87,45.51,1015.3,86.67,475.77
5726,28.29,68.08,1010.77,53.92,430.93
5727,7.78,39.18,1024.62,85.15,484.65
5728,21.11,58.12,1015.38,77.78,453.28
5729,23.97,64.05,1012.23,90.18,447.44
5730,25.71,66.05,1018.58,66.23,444.35
5731,24.7,50.23,1016.23,62.03,454.42
5732,10.32,38.91,1012.11,81.49,479.17
5733,11.46,39.82,1012.09,86.2,477.99
5734,10.53,41.26,1007.48,98.74,475.96
5735,21.91,58.62,1015.95,72.87,450.23
5736,25.35,65.18,1012.67,70.36,438.17
5737,22.77,59.92,1009.67,94.09,437.9
5738,22.28,59.92,1009.36,95.38,437.85
5739,18.94,47.83,1005.18,78.59,455.19
5740,6.92,41.26,1011.16,96.2,483.61
5741,23.07,65.46,1014.07,46.77,446.19
5742,13.89,43.7,1015.12,64.99,470.88
5743,14.13,53.82,1016.72,64.85,467.08
5744,7.4,40.72,1022.56,87.67,484.29
5745,6.17,36.25,1028.68,90.59,483.77
5746,10.8,41.62,1012.84,93.84,462.84
5747,32.77,72.86,1003.6,52.87,433.84
5748,29.56,70.4,1006.49,82.95,432.85
5749,31.05,62.7,1009.35,55.27,441.67
5750,8.85,41.06,1020.99,86.05,486.4
5751,31.15,69.59,1007.82,64.96,431.37
5752,28.18,66.56,1005.69,65.67,426.79
5753,10.24,41.17,1019.73,82.04,479.78
5754,28.38,72.39,998.93,73.85,432.02
5755,15.46,44.88,1017.52,93.32,461.2
5756,19.97,59.14,1016.05,70.58,450.06
5757,28.36,68.08,1013.34,42.82,434.54
5758,15.09,44.34,1019.46,60.49,468.8
5759,10.72,40.81,1016.51,80.26,474.64
5760,16.37,52.9,1015.14,73.11,461.15
5761,24.66,57.43,1013.17,71.82,445.41
5762,26.44,54.2,1012.65,48.02,444.78
5763,6.3,41.14,1027.45,86.11,481.49
5764,23.56,49.16,1002.54,69.07,443.02
5765,8.73,39.42,1025.63,69.87,474.44
5766,14.49,42.86,1013.94,88.2,468.4
5767,20.26,50.32,1009.81,93.12,448.4
5768,13.56,40.8,1024.8,63.6,475.89
5769,29.01,70.04,1010.02,57.35,430.26
5770,19.78,54.42,1011.74,89.34,456.84
5771,19.24,56.89,1014.29,72.97,452.64
5772,8.36,40.71,1026.34,82.76,487.79
5773,27.08,66.05,1017.91,59.1,441.16
5774,9.3,43.14,1010.99,88.12,477.02
5775,6.29,43.65,1020.68,70.14,485.8
5776,21.33,60.1,1010.97,78.36,451.95
5777,14.55,40.73,1018.36,89.12,458.82
5778,24.54,44.89,1010.05,59.13,445.11
5779,24.28,71.98,1006.34,90.45,432.47
5780,23.45,69.04,1010.5,80.77,442.48
5781,5.62,40.62,1015.81,85.34,483.13
5782,20.82,57.76,1019.15,72.46,454.62
5783,6.06,43.65,1014.36,83.94,480.74
5784,21.24,44.3,1014.34,83.39,444.0
5785,18.32,66.86,1012.02,70.0,454.46
5786,9.44,40.0,1015.62,81.16,471.32
5787,17.36,43.96,1013.02,79.59,466.36
5788,26.95,70.79,1004.09,75.35,430.07
5789,21.0,66.86,1013.06,59.7,451.89
5790,29.36,78.05,1011.12,64.17,434.29
5791,14.84,41.23,995.02,88.0,464.85
5792,27.21,67.45,1013.83,43.26,436.47
5793,25.44,75.23,1010.71,66.44,436.67
5794,30.84,66.75,1017.54,40.69,432.03
5795,20.55,65.46,1013.87,58.09,448.83
5796,12.27,49.83,1007.75,92.02,467.1
5797,24.49,65.59,1011.52,85.12,441.8
5798,26.65,74.16,1008.27,94.54,431.47
5799,21.46,58.18,1007.45,95.33,444.12
5800,27.24,71.25,1000.5,86.28,430.94
5801,19.86,41.67,1012.31,53.9,462.86
5802,34.48,74.34,1000.91,42.61,433.94
5803,25.16,60.23,1011.21,68.31,444.98
5804,18.93,59.39,1013.92,68.78,450.14
5805,10.55,41.26,1007.77,99.1,473.6
5806,21.86,63.09,1016.64,87.94,442.79
5807,25.57,62.96,1019.92,58.34,444.81
5808,13.73,50.59,1020.44,85.54,459.6
5809,14.26,44.47,1028.11,66.81,465.22
5810,31.28,69.51,1010.09,36.85,429.29
5811,27.08,66.05,1017.33,54.68,439.47
5812,11.87,44.6,1018.81,84.68,468.47
5813,31.92,68.3,1015.58,41.55,430.07
5814,26.08,48.6,1003.61,57.8,438.61
5815,16.88,43.67,1011.43,73.98,463.81
5816,27.75,69.89,1015.41,73.01,430.33
5817,27.37,71.06,1008.4,87.52,432.14
5818,22.74,58.41,1013.92,84.03,447.85
5819,27.17,73.5,1010.36,73.29,435.22
5820,18.99,56.65,1020.46,77.16,457.55
5821,27.19,71.32,1008.97,88.43,437.92
5822,27.46,67.69,1004.7,70.15,432.64
5823,16.66,41.16,1007.37,76.82,463.39
5824,26.39,66.05,1018.24,61.27,442.22
5825,14.31,42.86,1031.14,69.6,465.36
5826,12.1,41.58,1014.41,90.22,462.28
5827,11.56,39.28,1011.27,82.05,477.71
5828,10.34,41.74,1020.07,79.17,480.84
5829,20.76,59.21,1017.94,80.84,447.67
5830,12.09,38.25,1013.61,81.28,469.29
5831,7.68,38.06,1020.92,83.87,483.8
5832,22.78,58.96,1013.65,57.06,452.03
5833,15.42,40.56,1021.23,59.37,469.33
5834,21.08,46.93,1014.49,63.33,453.87
5835,7.25,41.14,1024.99,95.85,477.45
5836,28.25,66.54,1011.02,43.77,439.67
5837,29.82,43.21,1011.52,63.54,433.31
5838,14.55,41.7,1018.58,80.8,454.14
5839,21.88,69.71,1010.28,97.64,444.39
5840,31.07,70.98,1007.24,72.03,432.96
5841,23.08,64.44,1014.85,69.95,448.61
5842,19.95,57.25,1011.08,88.04,453.03
5843,21.89,63.94,1019.55,55.09,447.74
5844,30.11,70.8,1008.57,69.25,432.33
5845,15.1,41.35,1003.84,97.89,466.14
5846,16.59,43.56,1012.88,59.61,465.03
5847,14.71,44.0,1024.98,85.08,462.87
5848,18.15,41.23,993.82,61.21,456.32
5849,12.24,34.03,1018.44,69.27,474.18
5850,7.71,38.06,1021.0,83.47,482.78
5851,28.15,72.99,1007.62,70.03,431.83
5852,25.11,56.89,1013.33,67.31,441.51
5853,26.82,69.23,1013.28,50.86,436.36
5854,20.58,54.5,1015.04,89.83,467.76
5855,25.04,66.48,1004.12,63.01,433.83
5856,29.56,51.43,1005.87,59.22,437.93
5857,18.92,44.06,1017.47,68.75,453.72
5858,14.72,41.23,997.91,82.69,467.11
5859,22.76,57.5,1014.75,74.38,451.7
5860,25.74,63.73,1010.88,70.87,441.9
5861,10.34,37.5,1010.35,95.56,474.08
5862,14.64,44.92,1025.54,91.12,462.64
5863,9.41,34.69,1027.02,78.91,480.87
5864,4.96,45.87,1007.32,98.78,481.88
5865,32.73,69.88,1007.86,46.95,434.32
5866,9.11,36.66,1026.47,74.79,480.74
5867,21.52,46.21,1010.62,67.62,449.08
5868,19.39,51.43,1011.06,94.35,456.25
5869,26.99,68.12,1011.45,58.48,436.95
5870,30.68,71.8,1010.81,61.4,435.4
5871,31.23,75.08,1004.93,46.19,439.14
5872,14.24,39.99,1009.3,83.75,466.2
5873,9.31,43.56,1015.09,79.96,482.55
5874,16.1,36.71,1013.58,74.41,471.46
5875,21.33,50.32,1008.58,85.3,442.44
5876,17.4,43.14,1018.51,75.31,457.59
5877,10.59,25.36,1009.59,100.16,470.96
5878,29.42,74.9,1004.11,64.53,434.66
5879,18.48,50.16,1011.45,99.92,452.06
5880,26.91,70.47,1007.55,72.59,434.24
5881,9.59,38.91,1011.87,81.3,479.96
5882,25.01,68.63,1013.76,43.65,447.12
5883,22.71,59.43,1005.68,83.52,441.24
5884,26.55,60.23,1009.88,79.54,438.95
5885,13.78,42.03,1017.51,84.94,467.6
5886,28.32,71.64,1004.73,72.71,436.31
5887,23.49,73.18,1012.4,90.05,437.01
5888,22.76,49.21,1014.35,48.85,448.73
5889,24.96,60.84,1018.13,59.51,442.36
5890,20.31,45.87,1007.89,73.7,449.54
5891,14.57,44.84,1023.46,87.2,464.58
5892,27.17,61.02,1011.38,65.32,437.06
5893,18.96,47.83,1006.15,75.61,454.35
5894,29.23,68.14,1004.31,81.46,428.87
5895,16.49,41.93,1022.92,44.98,467.48
5896,20.08,44.6,1014.91,36.27,461.07
5897,31.41,64.44,1013.84,49.49,439.3
5898,12.12,40.0,1018.72,84.42,462.1
5899,25.32,54.5,1015.5,68.17,451.52
5900,20.21,69.94,1009.33,83.96,447.06
5901,10.67,45.0,1022.99,85.91,481.83
5902,22.44,58.16,1017.28,63.68,452.71
5903,17.81,45.0,1022.32,43.84,471.0
5904,20.85,48.7,1007.11,87.2,449.57
5905,18.34,62.1,1020.52,78.6,453.01
5906,29.6,71.14,1011.46,52.69,430.55
5907,9.68,38.16,1015.54,79.67,475.51
5908,28.69,73.18,1012.23,68.57,431.36
5909,24.47,57.85,1013.05,66.34,445.37
5910,19.6,48.14,1013.18,68.71,456.57
5911,17.57,62.1,1019.51,86.14,453.3
5912,26.21,56.85,1011.45,41.37,439.55
5913,8.68,41.82,1032.83,73.62,478.61
5914,24.94,62.96,1019.76,58.44,443.48
5915,20.58,50.78,1008.87,91.18,445.03
5916,17.79,40.12,1012.74,79.03,459.13
5917,22.71,48.06,1012.82,67.81,445.1
5918,26.7,49.02,1007.68,67.97,438.92
5919,27.43,63.87,1017.6,43.33,442.71
5920,30.26,71.77,1006.24,58.98,429.27
5921,29.08,67.07,1005.73,57.18,435.57
5922,22.64,62.44,1011.82,75.07,448.13
5923,23.75,68.51,1013.21,76.01,441.61
5924,15.6,43.71,1024.88,80.37,463.34
5925,28.55,66.51,1015.46,34.04,432.59
5926,29.86,59.57,1011.24,64.02,439.44
5927,15.63,37.87,1020.4,74.77,465.28
5928,7.79,42.03,1017.74,91.48,477.26
5929,30.06,69.14,1007.5,72.48,436.89
5930,10.12,38.38,1018.22,85.93,477.73
5931,10.86,44.85,1014.15,88.36,476.87
5932,26.37,70.79,1005.31,77.3,428.5
5933,23.05,65.94,1010.99,69.73,442.39
5934,25.89,48.41,1008.59,65.38,442.12
5935,22.77,69.84,1005.75,84.26,436.75
5936,21.5,44.58,1016.87,57.58,460.2
5937,11.01,40.22,1011.13,83.09,476.69
5938,13.53,42.86,1014.0,90.63,471.73
5939,13.93,42.86,1032.37,71.11,468.88
5940,9.96,41.55,1002.59,65.86,475.91
5941,18.25,60.1,1009.72,90.15,456.25
5942,22.59,66.54,1005.11,92.62,436.69
5943,24.99,48.92,1010.03,41.26,443.12
5944,23.78,58.86,1015.7,62.95,443.79
5945,10.31,42.49,1009.43,78.36,479.64
5946,15.25,52.9,1014.86,76.87,463.93
5947,22.49,61.27,1019.6,57.1,448.51
5948,14.04,44.21,1021.93,86.12,468.64
5949,20.65,48.41,1008.38,91.02,447.35
5950,24.79,75.6,1017.07,68.23,440.05
5951,19.7,54.42,1011.83,89.86,450.48
5952,15.48,41.66,1009.55,66.74,467.06
5953,11.09,41.58,1020.99,91.09,464.81
5954,27.22,69.04,1008.89,70.62,440.85
5955,26.64,62.44,1011.81,72.46,438.67
5956,15.21,35.4,1016.31,58.26,468.18
5957,31.85,73.21,1000.98,72.2,435.94
5958,12.54,41.62,1010.86,83.42,461.08
5959,14.17,42.99,1007.38,78.88,470.68
5960,11.48,41.14,1027.67,90.5,464.07
5961,14.87,41.2,1016.27,70.51,467.01
5962,29.5,72.86,1004.63,52.17,439.43
5963,25.77,63.31,1012.76,65.98,439.98
5964,25.99,71.32,1007.17,83.23,432.41
5965,18.8,44.71,1016.56,31.29,459.85
5966,21.23,61.5,1008.98,82.14,450.92
5967,25.09,65.38,1009.99,54.28,453.58
5968,23.54,70.32,1010.89,80.76,434.45
5969,13.71,43.41,1015.45,69.26,466.06
5970,12.6,40.35,1011.89,80.88,475.42
5971,21.19,52.3,1008.24,79.19,447.06
5972,25.21,51.43,1006.43,78.55,439.01
5973,25.87,63.47,1011.54,65.45,445.87
5974,29.48,73.21,1000.67,79.35,433.53
5975,11.62,41.54,1019.94,66.43,477.75
5976,14.57,25.88,1008.92,69.16,464.11
5977,9.73,41.01,1021.76,97.71,469.11
5978,24.25,50.78,1008.82,60.55,443.8
5979,19.44,60.07,1014.8,69.06,452.89
5980,13.32,44.2,1020.02,78.78,465.57
5981,30.57,69.82,1009.86,52.94,437.62
5982,26.88,79.74,1006.54,93.7,434.77
5983,13.93,40.24,1017.88,88.35,469.25
5984,28.56,65.27,1013.28,49.95,437.45
5985,27.26,66.56,1007.83,60.95,434.88
5986,12.68,41.16,1020.09,83.32,464.93
5987,17.03,58.49,1011.91,92.16,460.48
5988,16.66,36.71,1013.68,70.66,466.07
5989,14.07,42.86,1032.16,71.53,467.47
5990,12.41,45.87,1004.78,80.02,468.14
5991,7.79,41.16,1023.17,97.11,471.82
5992,26.8,72.58,1009.22,89.03,431.18
5993,14.68,58.2,1018.5,83.3,458.51
5994,27.3,56.85,1011.66,36.09,440.01
5995,8.99,36.3,1027.08,73.98,478.95
5996,21.39,51.3,1013.39,89.05,452.7
5997,27.37,76.2,1006.03,67.07,435.64
5998,25.02,50.78,1008.79,63.06,444.7
5999,6.8,41.16,1023.17,95.4,477.8
6000,11.01,40.05,1015.46,89.22,474.2
6001,27.91,64.79,1017.7,48.29,440.53
6002,16.52,42.24,1017.51,67.65,469.13
6003,29.23,69.59,1009.0,71.41,437.95
6004,25.91,68.08,1010.92,74.25,432.07
6005,15.55,40.66,1016.21,88.5,457.53
6006,32.67,67.83,1007.81,42.16,425.75
6007,11.1,40.92,1021.98,94.14,462.07
6008,21.89,45.38,1014.42,68.95,459.45
6009,32.48,69.75,1009.05,40.47,438.17
6010,9.99,43.52,1022.95,99.67,473.64
6011,18.87,62.96,1020.55,82.87,455.22
6012,20.77,52.05,1012.22,45.61,455.02
6013,6.61,38.68,1017.5,63.88,483.88
6014,31.53,70.94,1007.11,50.04,431.84
6015,12.93,43.13,1014.91,55.7,474.88
6016,12.38,43.52,1022.98,100.0,467.55
6017,32.2,69.68,1012.12,42.47,437.35
6018,7.65,40.67,1020.14,72.37,491.1
6019,15.51,36.71,1014.05,72.92,465.85
6020,13.26,41.74,1021.89,63.32,473.44
6021,21.16,78.11,1006.73,78.11,435.71
6022,21.61,64.63,1020.86,69.73,451.02
6023,13.95,41.49,1019.95,86.46,465.24
6024,27.97,68.31,1010.64,55.91,443.34
6025,26.63,64.44,1012.66,61.19,442.0
6026,24.2,63.21,1012.25,79.86,449.03
6027,8.23,43.79,1016.11,82.11,484.67
6028,21.06,62.91,1011.92,75.52,455.22
6029,16.02,44.9,1009.3,82.62,455.48
6030,23.15,66.48,1003.71,76.0,435.62
6031,24.44,69.13,1011.1,87.62,434.34
6032,26.19,49.3,1003.69,65.88,440.13
6033,20.09,63.94,1020.82,74.16,449.47
6034,26.71,70.4,1007.59,82.63,432.64
6035,10.63,37.5,1008.93,98.14,474.81
6036,26.14,71.98,1005.98,82.45,428.91
6037,25.9,59.54,1007.3,78.38,439.36
6038,15.93,52.75,1024.57,58.71,457.92
6039,13.09,43.02,1013.17,46.73,470.14
6040,21.47,60.77,1018.06,85.73,444.02
6041,13.57,42.99,1007.51,88.95,472.04
6042,22.32,64.27,1014.35,82.98,446.62
6043,22.08,41.54,1014.21,73.73,458.74
6044,32.13,74.34,1003.34,56.39,436.3
6045,18.32,42.28,1007.86,45.62,460.27
6046,10.18,35.76,1019.71,66.7,473.31
6047,23.07,69.23,1011.78,76.06,437.08
6048,15.16,50.88,1013.88,100.11,460.03
6049,12.24,41.2,1012.48,89.85,473.22
6050,31.04,68.31,1010.54,42.74,441.56
6051,32.34,74.99,1002.77,42.83,433.07
6052,13.97,45.01,1017.44,89.15,461.96
6053,26.24,51.43,1011.32,59.52,447.91
6054,13.82,41.62,1011.48,77.66,454.88
6055,9.55,39.66,1018.8,74.88,480.74
6056,16.9,54.3,1017.97,60.57,460.57
6057,24.47,58.05,1011.27,71.7,446.93
6058,11.6,40.69,1015.51,86.55,474.99
6059,21.47,65.61,1015.92,76.22,447.42
6060,4.15,39.9,1007.62,95.69,489.8
6061,26.45,71.37,1008.0,77.06,438.36
6062,33.6,77.17,1009.01,47.53,430.32
6063,16.2,38.73,1002.14,75.03,467.89
6064,23.73,63.94,1010.7,87.1,441.78
6065,27.45,66.25,1009.3,77.58,437.37
6066,33.42,68.51,1011.91,45.83,427.66
6067,28.91,70.72,1009.7,67.5,439.94
6068,26.51,67.25,1017.85,64.17,435.52
6069,5.66,40.0,1022.08,93.03,475.54
6070,17.99,50.59,1015.9,77.28,462.2
6071,10.77,41.46,1021.42,87.18,479.22
6072,10.03,41.79,1020.35,66.42,475.42
6073,8.69,40.81,1026.19,86.25,484.55
6074,17.67,43.96,1011.68,82.13,466.31
6075,9.98,41.01,1017.83,98.07,466.05
6076,31.87,70.94,1006.94,50.78,429.41
6077,15.74,43.34,1013.38,81.45,463.24
6078,22.49,62.96,1020.21,78.99,447.48
6079,32.21,70.94,1006.76,47.56,430.06
6080,25.4,69.59,1008.58,82.22,432.58
6081,10.87,42.02,1002.08,95.22,472.63
6082,23.55,51.95,1006.0,76.46,449.54
6083,27.29,67.32,1013.92,33.41,437.26
6084,19.36,68.61,1010.85,94.87,454.5
6085,10.2,41.01,1021.39,96.64,468.27
6086,11.03,44.78,1013.16,83.85,470.17
6087,8.97,44.03,1013.16,80.39,474.61
6088,8.48,36.18,1013.31,75.15,480.63
6089,26.56,56.57,1013.73,63.9,442.74
6090,30.65,71.06,1008.61,76.76,432.08
6091,6.44,39.33,1011.8,93.5,490.57
6092,21.6,43.43,1010.28,61.87,446.4
6093,19.46,42.04,1011.3,60.45,466.24
6094,12.19,40.05,1014.65,85.1,472.68
6095,23.92,63.21,1012.52,86.51,445.26
6096,27.11,66.49,1013.71,39.28,435.79
6097,23.73,61.02,1009.71,78.7,442.22
6098,28.36,60.23,1010.05,53.03,441.08
6099,24.38,60.84,1017.85,62.23,440.85
6100,23.07,57.17,1009.84,76.8,444.08
6101,15.07,50.88,1014.33,100.12,464.37
6102,29.58,66.51,1015.57,32.95,435.47
6103,25.39,70.36,1006.76,73.62,436.5
6104,14.79,47.83,1007.27,92.04,463.22
6105,10.61,40.77,1022.09,83.62,471.26
6106,19.12,44.85,1014.66,43.66,463.71
6107,20.23,69.45,1013.0,89.79,445.82
6108,29.03,43.21,1011.83,65.23,434.11
6109,15.72,43.02,1011.98,45.74,466.33
6110,20.72,68.61,1011.25,87.1,447.89
6111,17.54,58.49,1012.35,91.56,453.02
6112,27.71,72.99,1007.18,72.68,433.01
6113,24.49,65.06,1014.07,63.32,441.4
6114,15.98,44.68,1018.48,85.94,462.77
6115,28.85,71.32,1009.09,76.9,435.13
6116,21.23,57.32,1010.99,75.17,443.87
6117,27.78,73.56,1007.05,95.32,436.5
6118,25.27,69.89,1015.21,79.33,436.33
6119,30.46,66.75,1017.81,54.48,432.45
6120,26.13,47.93,1002.81,66.19,441.28
6121,25.95,59.14,1016.42,67.03,438.46
6122,13.66,40.55,1005.46,96.02,467.7
6123,17.79,45.01,1015.71,67.13,454.4
6124,20.1,59.87,1018.97,87.23,444.71
6125,23.21,62.44,1011.78,76.66,442.47
6126,29.23,66.51,1011.11,53.12,439.61
6127,20.16,60.1,1011.24,86.23,453.36
6128,24.21,71.77,1004.52,84.96,433.42
6129,26.13,57.32,1012.27,45.78,441.6
6130,19.07,49.69,1007.22,76.79,453.09
6131,9.68,41.06,1022.75,87.44,476.67
6132,16.18,43.99,1021.97,80.96,460.81
6133,11.57,39.72,1002.26,78.69,474.72
6134,23.24,68.31,1009.71,80.8,440.78
6135,5.02,40.64,1021.2,93.27,485.28
6136,22.27,50.05,1007.1,89.34,442.24
6137,34.51,73.03,1013.73,39.42,439.8
6138,2.71,39.42,1026.66,81.11,489.3
6139,12.93,36.71,1013.22,83.44,472.42
6140,28.75,57.55,1004.77,57.55,435.33
6141,10.03,42.02,998.6,99.9,471.07
6142,13.33,39.39,1013.93,84.74,471.23
6143,23.29,49.3,1003.88,74.12,442.11
6144,9.43,41.4,1028.81,85.83,475.8
6145,24.97,59.87,1018.7,59.94,443.7
6146,8.95,38.56,1017.85,64.34,475.43
6147,10.59,37.5,1013.14,81.56,471.38
6148,29.33,64.84,1010.76,53.32,443.15
6149,11.42,41.54,1020.21,71.57,477.5
6150,27.66,69.75,1009.71,84.27,439.18
6151,13.45,45.87,1008.73,87.06,464.88
6152,27.76,65.59,1010.8,67.29,439.03
6153,23.96,58.33,1013.37,59.97,446.01
6154,13.04,45.09,1013.0,87.68,467.44
6155,8.91,40.69,1015.11,89.65,481.59
6156,24.22,49.82,1014.61,66.82,452.2
6157,29.71,71.85,1008.81,70.86,428.49
6158,21.96,69.94,1011.09,80.27,441.15
6159,26.85,66.86,1006.78,69.4,438.26
6160,22.91,68.63,1014.92,55.82,448.01
6161,28.37,63.31,1013.18,49.02,437.64
6162,9.04,40.11,1023.3,76.32,473.57
6163,28.23,62.26,1010.88,60.86,435.76
6164,28.84,74.9,1004.38,66.86,436.42
6165,31.25,73.5,1010.81,45.2,432.25
6166,13.04,40.69,1015.96,82.37,473.49
6167,17.48,52.9,1020.03,76.47,458.34
6168,26.78,73.06,1007.99,90.47,433.25
6169,20.51,68.08,1012.73,78.05,445.96
6170,19.8,67.71,1005.58,69.65,446.03
6171,14.39,42.77,1017.36,83.28,463.65
6172,26.35,59.87,1013.24,73.63,447.26
6173,7.87,43.02,1014.67,83.58,485.61
6174,27.56,65.59,1010.88,66.47,439.64
6175,33.76,68.51,1011.33,38.35,429.83
6176,23.74,62.96,1019.65,63.39,449.48
6177,16.68,53.16,1014.32,78.02,456.29
6178,13.58,39.28,1016.17,79.17,472.17
6179,21.99,42.48,1011.77,74.04,456.65
6180,23.68,59.27,1010.75,83.82,440.44
6181,16.73,54.3,1017.96,59.44,460.54
6182,11.12,44.92,1025.58,93.52,470.82
6183,10.45,39.61,1020.23,73.39,477.41
6184,6.38,40.07,1018.53,60.2,492.96
6185,5.19,40.78,1025.24,95.07,482.46
6186,14.66,47.83,1006.15,91.98,461.46
6187,23.49,49.3,1003.35,77.96,442.76
6188,24.31,65.34,1013.82,63.85,449.88
6189,16.57,41.79,1005.82,72.25,452.84
6190,14.43,44.84,1024.34,84.0,467.45
6191,15.34,71.14,1019.79,77.56,457.1
6192,9.75,52.72,1026.03,78.53,473.41
6193,26.05,58.59,1012.32,49.83,452.41
6194,10.5,40.8,1024.06,76.05,482.85
6195,9.87,42.74,1024.61,87.74,470.9
6196,24.31,65.94,1011.5,61.61,442.69
6197,24.67,58.05,1011.31,69.95,444.57
6198,24.18,66.48,1004.0,64.86,434.5
6199,27.53,67.83,1009.4,53.73,429.05
6200,15.21,52.75,1024.32,61.11,458.84
6201,31.16,64.96,1001.71,44.85,425.82
6202,20.15,65.59,1014.62,79.39,449.84
6203,17.51,58.86,1016.78,83.63,453.2
6204,25.56,60.32,1016.28,59.84,445.01
6205,8.51,40.81,1015.54,83.16,481.02
6206,8.96,40.05,1015.91,89.4,467.24
6207,27.14,71.32,1007.8,87.99,431.96
6208,28.97,64.44,1014.55,54.67,438.08
6209,5.21,41.31,1003.51,91.23,486.46
6210,13.69,40.1,1014.38,83.57,470.76
6211,18.34,45.64,1019.05,82.53,460.58
6212,24.01,42.48,1011.39,55.1,453.12
6213,25.54,69.13,1001.64,90.98,428.74
6214,25.5,63.56,1013.85,64.69,442.28
6215,29.07,72.51,1009.24,58.38,439.8
6216,14.38,40.71,1023.46,66.12,473.41
6217,25.89,66.49,1013.08,63.16,434.67
6218,22.66,63.73,1013.24,83.95,444.41
6219,17.29,52.72,1024.71,62.32,467.23
6220,13.43,50.59,1020.38,86.3,469.33
6221,13.94,44.84,1023.69,95.3,468.06
6222,24.31,66.49,1011.38,54.35,440.79
6223,28.45,52.84,1006.18,43.16,439.86
6224,11.67,37.73,1021.2,68.88,473.54
6225,26.09,49.3,1003.79,66.19,439.82
6226,27.66,59.21,1013.12,51.58,438.57
6227,8.01,40.46,1019.42,76.15,475.42
6228,24.22,56.89,1013.81,70.02,440.79
6229,14.77,58.2,1018.78,83.83,460.54
6230,22.73,43.79,1015.61,42.66,460.2
6231,8.95,43.13,1017.56,94.85,479.14
6232,16.8,56.03,1020.65,85.26,461.96
6233,21.8,51.3,1012.07,89.51,450.25
6234,25.28,49.5,1013.95,52.79,454.01
6235,23.19,67.07,1005.67,65.19,442.45
6236,19.27,50.12,1007.61,100.11,447.63
6237,25.87,44.57,1007.43,55.92,445.79
6238,14.27,44.34,1018.95,71.44,470.98
6239,15.66,41.7,1018.0,77.0,452.58
6240,30.16,73.17,1010.74,58.99,434.43
6241,13.42,40.35,1011.2,77.0,472.57
6242,22.49,61.47,1009.14,90.23,437.01
6243,27.2,59.74,1011.99,56.74,440.13
6244,27.08,62.91,1011.9,62.58,442.91
6245,23.5,50.78,1008.7,57.7,445.09
6246,12.88,38.53,1010.95,87.16,466.92
6247,30.05,69.34,1008.26,61.5,436.82
6248,24.76,63.07,1012.73,70.39,443.04
6249,21.51,65.48,1017.11,72.99,448.65
6250,25.05,58.59,1013.37,66.14,442.93
6251,30.81,71.97,1008.36,75.0,430.53
6252,7.57,37.49,1009.73,83.07,481.98
6253,25.23,58.82,1010.9,70.47,442.64
6254,10.93,39.16,1016.54,90.56,479.83
6255,25.08,58.49,1011.1,64.47,446.9
6256,13.44,41.14,1026.41,77.26,461.44
6257,16.05,41.96,1011.82,96.05,463.72
6258,18.49,41.1,1001.9,59.99,460.76
